DepartmentName,JobTitle,Zip,Salary,,,
Haynes EEC,Paraprofessional,02124,"$36,416.58 ",,,
BPS East Boston High,Teacher,01760,"$94,075.13 ",,,
BPS Ohrenberger Elementary,Asst Principal Elementary,02132,"$121,321.62 ",,,
BPS Winthrop Elementary,Teacher,02124,"$100,898.89 ",,,
BPS Murphy Elementary,Nurse,02127,"$108,749.51 ",,,
BPS Health Service,Health Para,02118,"$49,545.51 ",,,
BPS Health Service,Health Para,02136,"$45,344.83 ",,,
BPS Conley Elementary,Teacher,02032,"$88,804.87 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02119,"$104,255.69 ",,,
BPS Russell Elementary,Lunch Hour Monitors,02127,"$8,789.52 ",,,
BPS Latin Academy,Teacher,02132,"$101,867.98 ",,,
BPS Murphy Elementary,Teacher,02190,"$97,840.62 ",,,
Umana Middle,Teacher,01915,"$100,847.24 ",,,
BPS Boston Arts Academy,SpEd Support Svcs Coordinator,02186,"$104,379.38 ",,,
BPS Clap Elementary,Teacher,02421,"$96,199.97 ",,,
"Kennedy, PJ Elementary",Specialist (BTU),02128,"$93,193.35 ",,,
BPS Transportation,Cab Monitor,02120,"$8,510.43 ",,,
BPS Facility Management,Sen Cust C/Nights,02109,"$60,990.01 ",,,
BPS Holmes Elementary,Lead Satellite Attendant B,02121,"$23,632.53 ",,,
Hurley K-8,Paraprofessional,02124,"$36,715.73 ",,,
BPS Facility Management,Sen Cust C,02122,"$62,202.80 ",,,
BPS Special Education,Community Field Coordinator,02131,"$78,632.39 ",,,
BPS Chittick Elementary,Teacher,02169,"$107,811.69 ",,,
Jackson/Mann K-8,Community Field Coordinator,02119,"$44,014.40 ",,,
Baldwin ELC,Surround Care Paraprofessional,02122,"$42,154.51 ",,,
BPS Timilty Middle,Part-Time Cafeteria Attendant,02121,,,,
Jackson/Mann K-8,Teacher,02052,"$106,017.11 ",,,
BPS Madison Park High,Security Para,02121,"$44,624.81 ",,,
BPS McKinley Middle,Teacher,02050,"$106,153.78 ",,,
BPS Timilty Middle,Teacher,02136,"$116,831.54 ",,,
Hurley K-8,Teacher,02132,"$96,270.52 ",,,
BPS Hale Elementary,Teacher,02072,"$102,755.79 ",,,
BPS Murphy Elementary,Lunch Hour Monitors,02122,"$8,374.92 ",,,
BPS Latin Academy,Teacher,02021,"$101,314.09 ",,,
BPS Russell Elementary,Paraprofessional,02131,"$35,444.92 ",,,
BPS Chittick Elementary,Paraprofessional,02126,"$31,625.85 ",,,
BPS Manning Elementary,Teacher,02130,"$93,874.43 ",,,
"Kennedy, JF Elementary",Paraprofessional,02131,"$38,451.96 ",,,
Umana Middle,Director (D) (non-ac),02301,"$108,064.19 ",,,
BPS Facility Management,Sen Cust C,0,"$59,232.89 ",,,
BPS Facility Management,Jr Cust/Nights,02301,"$14,957.09 ",,,
Environment Department,Environmental Asst,02136,"$66,799.85 ",,,
BPS Brighton High,Student Dev Counselor (1),02072,"$98,337.48 ",,,
Newcomers Academy,Teacher,02186,"$104,236.63 ",,,
BPS Mason Elementary,Teacher,02186,"$103,108.64 ",,,
BPS Special Education,Teacher,02043,"$101,486.20 ",,,
BPS Condon Elementary,Teacher,02126,"$104,898.37 ",,,
BPS Special Education,Teacher,03051,"$103,658.08 ",,,
BPS Special Education,Teacher,02445,"$60,788.46 ",,,
BPS Alternative Education HS,Teacher,02368,"$101,314.09 ",,,
BPS Special Education,Teacher,030354,"$71,325.53 ",,,
BPS Special Education,Teacher,02467,,,,
BPS Special Education,SpEd Support Svcs Coordinator,02067,"$103,108.64 ",,,
BPS Horace Mann,Asst Principal Middle,02762,"$122,109.68 ",,,
Haynes EEC,Teacher,02176,"$91,607.10 ",,,
BPS Condon Elementary,Asst Principal Elementary,01545,"$125,109.56 ",,,
Chief Operating Officer,Operational Superintendent,02021,"$108,044.16 ",,,
BPS Special Education,Teacher,02127,"$99,006.96 ",,,
BPS Special Education,Teacher,01905,,,,
BPS East Boston High,Rotc Instructor,01826,"$87,107.10 ",,,
BPS Burke High,Teacher,01906,"$103,743.57 ",,,
BPS Business Service,BPS Worker's Comp Job Class,080237,,,,
BPS Ohrenberger Elementary,Teacher,02324,"$104,635.27 ",,,
BPS Quincy Elementary,Teacher,02186,"$93,193.35 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02026,"$26,208.32 ",,,
BPS Guild Elementary,Teacher,01760,"$68,171.53 ",,,
Chief Operating Officer,Operational Leader,03820,"$130,182.00 ",,,
BPS Mather Elementary,Teacher,02301,"$98,138.98 ",,,
Info & Instr Technology,Sen Computer Repair Technician,02124,"$65,542.88 ",,,
Warren/Prescott K-8,Teacher,01775,"$91,752.40 ",,,
HPEC: Com Acd Science & Health,Teacher,02132,"$101,314.09 ",,,
BPS Orchard Gardens K-8 Pilot,Librarian,02134,"$70,222.90 ",,,
BPS Bates Elementary,Teacher,02052,"$95,658.36 ",,,
BPS Boston Latin,Teacher,02119,"$102,118.64 ",,,
BPS Perkins Elementary,Teacher,02125,"$108,347.24 ",,,
BPS Mather Elementary,Teacher,02186,"$108,151.29 ",,,
Haley Pilot,Teacher,02026,"$47,037.58 ",,,
BPS Quincy Elementary,Teacher,01760,"$91,668.22 ",,,
HPEC: Com Acd Science & Health,Prin Clerk/School Sec 21,02379,"$2,013.87 ",,,
BPS Boston Latin,Asst Headmaster,02375,"$120,492.06 ",,,
P. A. Shaw Elementary,Teacher,02050,"$91,554.67 ",,,
BPS Alternative Education HS,Registrar,02125,"$97,758.20 ",,,
BPS Human Resource Team,Teacher,02120,"$91,367.12 ",,,
Frederick Pilot Middle,Teacher,02186,"$98,467.49 ",,,
Boston Fire Department,Fire Lieutenant,02492,"$127,089.66 ",,,
BPS Facility Management,Sen Cust C,02132,"$63,719.80 ",,,
BPS Madison Park High,Teacher,02135,"$109,304.20 ",,,
BPS English High,Asst Headmaster,02127,"$88,272.36 ",,,
BPS Transportation,Transportation Officer,02124,"$83,433.24 ",,,
"Greenwood, S K-8",Prin Clerk/School Sec 19,02126,"$54,325.26 ",,,
BPS Ohrenberger Elementary,Teacher,02184,"$104,550.37 ",,,
BPS Human Resource Team,Teacher,02301,"$90,867.81 ",,,
BPS Tynan Elementary,Teacher,02043,"$93,193.35 ",,,
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,02130,"$14,173.55 ",,,
BPS English High,Part-Time Cafeteria Attendant,02124,"$14,439.20 ",,,
Curley K-8,Part-Time Cafeteria Attendant,02121,"$1,159.20 ",,,
Frederick Pilot Middle,Part-Time Cafeteria Attendant,02124,"$14,680.70 ",,,
BPS Quincy Elementary,Asst Principal Elementary,02190,"$122,559.74 ",,,
BPS Boston Comm Leadership Ac,SpEd Support Svcs Coordinator,02136,"$67,450.10 ",,,
BPS Mckay Elementary,Teacher,01960,"$93,193.35 ",,,
BPS Madison Park High,Part-Time Cafeteria Attendant,02118,"$21,732.50 ",,,
Hurley K-8,Teacher,02124,"$63,594.28 ",,,
BPS Timilty Middle,Teacher,02184,"$110,314.59 ",,,
BPS Facility Management,Sen Cust C/Nights,02184,"$62,615.80 ",,,
BPS Facility Mgmt/A & R,Sen Sup School Bldgs Alt&Rep,02122,"$87,832.94 ",,,
BPS Facility Management,Sen Cust C,02032,"$53,520.14 ",,,
BPS McKinley Middle,Lead Satellite Attendant B,02119,"$29,662.20 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02302,,,,
BPS Cl#10 Lee Academy,Surround Care Paraprofessional,02368,"$34,135.81 ",,,
BPS Philbrick Elementary,Teacher,02119,"$89,983.23 ",,,
BPS Counseling Service,School Psychologist(1),02169,"$34,200.56 ",,,
Hurley K-8,Teacher,02451,"$99,789.20 ",,,
BPS Charlestown High,Teacher,02149,"$91,751.62 ",,,
Gardner Pilot  Academy,Lead Satellite Attendant A,02134,"$27,261.06 ",,,
Chief Operating Officer,Sen Analyst,02169,"$109,412.36 ",,,
BTU Pilot,Paraprofessional,02119,"$38,477.73 ",,,
Curley K-8,Teacher,02190,"$101,556.57 ",,,
BPS Murphy Elementary,Teacher,02130,"$100,173.70 ",,,
BPS Charlestown High,Paraprofessional,01862,"$33,826.67 ",,,
"Kennedy, EM Health Academy",Lead Satellite Attendant B,02115,"$24,466.53 ",,,
"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,02151,"$26,193.55 ",,,
BPS East Boston High,Part-Time Cafeteria Attendant,02128,"$22,706.55 ",,,
BPS English High,Headmaster,01907,"$121,267.95 ",,,
BPS Ohrenberger Elementary,Social Worker/Coordinator,02131,"$60,677.78 ",,,
BPS East Boston High,Small Learning Comm Leader,01844,"$123,242.00 ",,,
BPS Mather Elementary,Nurse,02171,"$105,967.77 ",,,
Haley Pilot,Teacher,02136,"$99,379.95 ",,,
BPS Clap Elementary,Paraprofessional,02121,"$28,446.75 ",,,
BPS Special Education,Teacher,01970,"$109,742.35 ",,,
Kilmer K-8,Teacher,02186,"$100,173.70 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02130,,,,
BPS Tynan Elementary,Staff Asst (B),02131,"$62,528.32 ",,,
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,02131,"$8,565.20 ",,,
Mildred Avenue K-8,Paraprofessional,02130,,,,
BPS English High,Teacher,02482,"$28,495.77 ",,,
King K-8,Paraprofessional,02189,"$29,940.71 ",,,
BPS Everett Elementary,Teacher,02368,"$98,067.02 ",,,
Henderson Elementary,Teacher,02124,"$98,732.24 ",,,
"Greenwood, S K-8",Paraprofessional,02119,,,,
BPS Counseling Service,Head Staff Assistant 31,02122,"$68,325.45 ",,,
BPS Condon Elementary,Teacher,02026,"$18,449.68 ",,,
BPS Burke High,Teacher,034758,"$69,700.00 ",,,
BPS O'Bryant School,Teacher,02120,"$98,732.24 ",,,
BPS English High,Paraprofessional,02130,"$36,896.40 ",,,
BPS Horace Mann,Paraprofessional,02476,"$21,950.07 ",,,
BPS Horace Mann,Paraprofessional,02062,"$32,798.70 ",,,
BPS Dever Elementary,Lunch Hour Monitors,02124,"$5,348.34 ",,,
"Greenwood, S K-8",Teacher,02131,"$112,391.75 ",,,
BPS Facility Management,Jr Cust/Nights,02126,"$30,203.95 ",,,
BPS Charlestown High,Paraprofessional,02118,"$58,059.32 ",,,
Haley Pilot,Teacher,02131,"$105,332.85 ",,,
Haynes EEC,Surround Care Paraprofessional,02368,"$57,404.72 ",,,
West Roxbury Academy,Teacher,02043,"$103,108.64 ",,,
Mission Hill K-8,Teacher,02119,"$106,388.98 ",,,
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,02120,"$26,578.60 ",,,
BPS High School Renewal,Director (E) (non-ac),02148,"$121,683.69 ",,,
Mission Hill K-8,Community Field Coordinator,02119,"$63,548.30 ",,,
Mattapan Early Elementary,Part-Time Cafeteria Attendant,02124,"$13,877.62 ",,,
BPS Condon Elementary,Paraprofessional,02127,"$28,643.46 ",,,
Umana Middle,Teacher,01904,"$104,773.98 ",,,
BPS Ohrenberger Elementary,Teacher,02131,"$88,164.06 ",,,
BPS McKinley Middle,Program Director Basas 10,02030,"$123,037.14 ",,,
BPS Beethoven Elementary,Paraprofessional,02124,"$28,535.46 ",,,
BPS Murphy Elementary,Lunch Hour Monitors,02124,"$8,748.06 ",,,
BPS McKinley Middle,Paraprofessional,02124,"$42,030.22 ",,,
BPS Quincy Elementary,Lunch Hour Monitors,02171,"$8,748.06 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02191,"$5,866.76 ",,,
BPS Facility Management,Sen Cust C,02130,"$67,402.77 ",,,
BPS Blackstone Elementary,Lunch Hour Monitors,02118,"$22,488.75 ",,,
BPS School Safety Service,Officer-Bps Police,02121,"$25,253.36 ",,,
BPS School Safety Service,Sergeant-Bps Police,02124,"$64,083.94 ",,,
BPS Clap Elementary,Paraprofessional,02125,"$39,751.65 ",,,
Tobin K-8,Director Of Instruction,02150,"$127,211.89 ",,,
Curley K-8,Lunch Hour Monitors,02131,"$8,554.58 ",,,
BPS Blackstone Elementary,Prin Clerk/School Sec 19,02126,"$46,063.70 ",,,
BPS Charlestown High,Teacher,02129,,,,
Roosevelt K-8,Teacher,02339,"$47,758.43 ",,,
BPS Winship Elementary,Teacher,02118,"$104,222.47 ",,,
Young Achievers K-8,Part-Time Cafeteria Attendant,02121,"$26,564.85 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02124,"$101,655.37 ",,,
"Kennedy, PJ Elementary",Paraprofessional,01880,"$38,931.44 ",,,
Warren/Prescott K-8,Teacher,02176,"$100,199.97 ",,,
BPS Harvard/Kent Elementary,Cafeteria Manager14,02180,"$42,333.23 ",,,
Food & Nutrition Svc,Coord-Manager (C),02130,"$104,712.14 ",,,
BPS Cl#10 Lee Academy,Paraprofessional,02072,"$31,972.27 ",,,
Kilmer K-8,Nurse,02184,"$104,550.37 ",,,
BPS Ohrenberger Elementary,Teacher,02032,"$102,755.79 ",,,
BPS Ellis Elementary,Lunch Hour Monitors,02130,"$8,748.06 ",,,
Haley Pilot,Teacher,02122,"$91,863.07 ",,,
BPS Harvard/Kent Elementary,Teacher,02129,"$105,632.61 ",,,
BPS Facility Management,Sen Cust C,02119,"$65,267.78 ",,,
BPS Channing Elementary,Prin Clerk/School Sec 19,02132,"$37,017.73 ",,,
BPS Madison Park High,Program Director (Basas 9A),02121,"$120,692.95 ",,,
BPS Timilty Middle,Part-Time Cafeteria Attendant,02125,"$15,096.80 ",,,
BPS Snowden International Hi,Teacher,02132,,,,
Strategy Department,Admin Asst (C),02120,"$77,786.41 ",,,
Curley K-8,Teacher,02115,"$102,755.79 ",,,
BPS Russell Elementary,Lunch Hour Monitors,02125,"$2,902.20 ",,,
Henderson Elementary,Paraprofessional,02460,"$14,002.78 ",,,
BPS Ohrenberger Elementary,SpEd Support Svcs Coordinator,02186,"$89,501.81 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02131,,,,
BPS Transportation,Transportation Officer,02126,"$87,569.20 ",,,
BPS Latin Academy,Cafeteria Manager16,02121,"$48,219.87 ",,,
BPS Orchard Gardens K-8 Pilot,Paraprofessional,02120,"$40,971.36 ",,,
BPS Sumner Elementary,Teacher,02186,"$30,276.85 ",,,
BPS East Boston High,Shared Manager,02128,"$55,360.46 ",,,
Lyndon K-8,Prin Clerk/School Sec 19,02136,"$48,169.29 ",,,
BPS Boston Latin,Teacher,02125,"$89,911.49 ",,,
Lyndon K-8,Paraprofessional,02131,"$35,070.09 ",,,
BPS Lee Elementary,Teacher,02184,"$101,603.23 ",,,
BPS Sumner Elementary,Paraprofessional,02136,"$37,158.91 ",,,
BPS Fenway High,Teacher,02130,"$94,389.33 ",,,
Greater Egleston High,Teacher,02021,"$107,142.50 ",,,
Green Academy,Sen Coordinator (C) (non-ac),02368,"$108,468.16 ",,,
BPS Facility Management,Sen Cust C,02071,"$1,123.91 ",,,
BPS Fenway High,Teacher,02140,"$104,393.85 ",,,
BPS Facility Management,Jr Cust/Nights,02127,"$33,391.11 ",,,
BPS Facility Management,Sen Cust C/Nights,02152,"$66,009.77 ",,,
BPS Lee Elementary,Teacher,02190,"$100,932.14 ",,,
BPS Blackstone Elementary,Teacher,02066,"$107,099.71 ",,,
Haynes EEC,Teacher,02025,"$103,108.64 ",,,
Hurley K-8,Teacher,02184,"$99,289.55 ",,,
BPS Everett Elementary,Teacher,02119,"$90,280.53 ",,,
BPS Trotter Elementary,Principal Elementary,02125,"$114,571.29 ",,,
Asst Superintendent-Network A,Director (D) (non-ac),02301,"$112,133.48 ",,,
English Language Learn,Site Supervisor,02131,"$8,788.50 ",,,
King K-8,Specialist (BTU),02301,,,,
BPS Special Education,Teacher,01460,"$52,064.16 ",,,
BPS Condon Elementary,Specialist (BTU),02184,"$104,550.37 ",,,
BPS Philbrick Elementary,Principal Elementary,02126,"$73,572.30 ",,,
BPS Condon Elementary,Teacher,02155,"$102,784.09 ",,,
BPS Tynan Elementary,Teacher,02780,"$100,173.70 ",,,
BPS Grew Elementary,Teacher,02131,"$97,028.56 ",,,
BPS Facility Mgmt/A & R,Sen Tech - Environmental,02131,"$87,332.96 ",,,
Communications,Specialist (C),02132,$900.00 ,,,
Kilmer K-8,Teacher,01960,"$97,840.62 ",,,
Curley K-8,Teacher,02131,"$106,106.87 ",,,
Jackson/Mann K-8,Teacher,01702,"$2,591.40 ",,,
Roosevelt K-8,Teacher,02368,"$103,690.19 ",,,
Young Achievers K-8,Part-Time Cafeteria Attendant,02126,"$15,751.35 ",,,
"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,02127,$933.80 ,,,
BPS Dever Elementary,Part-Time Cafeteria Attendant,02125,"$14,873.91 ",,,
BPS Counseling & Intervtn Ct,Specialist (BTU) non ac,02120,"$64,527.30 ",,,
BTU Pilot,Teacher,02322,"$98,140.14 ",,,
BPS Burke High,Student Dev Counselor (1),02139,"$113,815.73 ",,,
"Kennedy, PJ Elementary",Teacher,02155,"$102,755.79 ",,,
BPS Snowden International Hi,Teacher,02445,"$98,732.24 ",,,
BPS Facility Mgmt/A & R,Chief Electrical Engineer,01880,"$96,450.90 ",,,
King K-8,Teacher,02026,"$100,173.70 ",,,
"Kennedy, JF Elementary",Teacher,02764,"$103,753.59 ",,,
BPS Murphy Elementary,Teacher,02767,"$104,550.37 ",,,
BPS Boston Latin,Teacher,02445,"$91,753.37 ",,,
BPS Taylor Elementary,Teacher,02171,"$102,755.79 ",,,
BPS Special Education,Teacher,02148,"$104,482.16 ",,,
Edison K-8,Specialist (BTU),02131,"$95,516.86 ",,,
BPS Brighton High,Teacher,02472,"$100,219.92 ",,,
Edison K-8,Asst Principal Middle,02132,"$122,109.68 ",,,
BPS Charlestown High,Teacher,02155,"$94,587.38 ",,,
BPS Otis Elementary,Teacher,02462,"$107,556.99 ",,,
Mildred Avenue K-8,Lunch Hour Monitors,02124,"$7,144.94 ",,,
Lyon Pilot High 9-12,SpEd Support Svcs Coordinator,02127,"$104,944.90 ",,,
"Kennedy, EM Health Academy",Teacher,02144,"$109,620.23 ",,,
BPS McCormack Middle,Cafeteria Manager14,02131,"$42,059.64 ",,,
Warren/Prescott K-8,Teacher,02155,"$98,523.48 ",,,
West Roxbury Academy,SpEd Support Svcs Coordinator,02062,"$72,426.46 ",,,
West Zone ELC,Teacher,02048,"$101,342.39 ",,,
BPS Boston Latin,Teacher,01821,"$101,314.09 ",,,
BTU Pilot,Teacher,02126,"$113,172.41 ",,,
Henderson Elementary,Director Of Instruction,02090,"$111,500.07 ",,,
BPS Special Education,Teacher,02128,"$97,772.41 ",,,
BPS Special Education,Teacher,01945,"$102,220.76 ",,,
Neighborhood Development,Program Asst,02186,"$64,561.40 ",,,
BPS East Boston High,Student Dev Counselor (1),02134,"$112,794.95 ",,,
BPS Brighton High,Teacher,02148,"$104,596.32 ",,,
Haynes EEC,Surround Care Paraprofessional,02132,,,,
BPS Special Education,Teacher,02045,"$72,358.64 ",,,
BPS McCormack Middle,Teacher,02130,"$98,523.48 ",,,
Jackson/Mann K-8,Teacher,02466,"$100,847.24 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02138,,,,
BPS Edwards Middle,Teacher,02476,"$105,645.08 ",,,
BPS Everett Elementary,Paraprofessional,02186,"$79,035.94 ",,,
BPS Kenny Elementary,Teacher,02190,"$100,674.15 ",,,
BPS Philbrick Elementary,Teacher,02026,"$104,753.46 ",,,
BPS Russell Elementary,Teacher,02136,"$92,548.56 ",,,
BPS Special Education,One to One Para,02032,"$56,508.32 ",,,
West Roxbury Academy,Teacher,02132,"$98,732.24 ",,,
BPS Transportation,Unit Leader (C),02115,"$114,377.17 ",,,
BPS Human Resource Team,Prin Account Clerk 29,02136,"$64,541.88 ",,,
BPS Human Resource Team,Director (D) (non-ac),02130,"$114,602.55 ",,,
Inspectional Services Dept,Health Inspector##,02132,"$56,684.76 ",,,
Roosevelt K-8,Teacher,02072,"$104,548.62 ",,,
East Boston EEC,Paraprofessional,02128,"$32,260.68 ",,,
Tech Boston Academy,Teacher,02186,"$98,272.96 ",,,
BPS Condon Elementary,Asst Principal Elementary,01940,"$125,559.62 ",,,
Hurley K-8,Teacher,02118,"$108,559.04 ",,,
Umana Middle,Teacher,02131,"$103,179.81 ",,,
BPS Horace Mann,Sen Clerk-School Secretary 15,02135,"$43,470.96 ",,,
BPS Boston Latin,Teacher,02130,"$95,437.19 ",,,
BPS Ohrenberger Elementary,Teacher,02186,"$104,550.37 ",,,
"Greenwood, S K-8",Paraprofessional,02124,"$19,775.22 ",,,
BPS Philbrick Elementary,Prin Clerk/School Sec 19,02136,"$51,379.32 ",,,
BPS Quincy Elementary,Part-Time Cafeteria Attendant,02119,"$16,306.80 ",,,
BPS Bradley Elementary,Paraprofessional,02128,"$37,344.88 ",,,
BPS Winthrop Elementary,Teacher,02330,"$98,855.05 ",,,
WREC: Urban Science Academy,Teacher,02131,"$103,407.89 ",,,
Mildred Avenue K-8,Fam & Comm Outreach Coord,02124,"$79,975.44 ",,,
BPS Harvard/Kent Elementary,Part-Time Cafeteria Attendant,02129,"$15,273.00 ",,,
BPS Taylor Elementary,Teacher,02375,"$95,516.86 ",,,
Haynes EEC,Teacher,02302,"$103,108.64 ",,,
BPS Special Education,Sen Clerk School Sec 766-15B,02021,"$40,392.58 ",,,
Eliot K-8,Teacher,02119,"$106,027.37 ",,,
BPS Transportation,Cab Monitor,02136,"$9,938.57 ",,,
BPS Chittick Elementary,Prin Clerk/School Sec 19,02062,"$54,298.66 ",,,
Kilmer K-8,Paraprofessional,02324,"$29,483.21 ",,,
King K-8,Teacher,02119,"$102,473.54 ",,,
Curley K-8,Paraprofessional,02131,"$44,816.41 ",,,
BPS Boston Latin,Part-Time Cafeteria Attendant,02478,"$25,907.78 ",,,
BPS Murphy Elementary,Director (D),02343,"$98,865.19 ",,,
BPS Special Education,One to One Para,02136,"$51,671.62 ",,,
BPS Snowden International Hi,Teacher,02126,"$94,075.13 ",,,
Edison K-8,Paraprofessional,02135,"$30,349.47 ",,,
BPS O'Bryant School,Registrar,02186,"$108,982.85 ",,,
BPS Special Education,Teacher,01923,"$87,107.10 ",,,
BPS New Mission Pilot,Cafeteria Manager14,02136,"$45,677.99 ",,,
BPS Trotter Elementary,Part-Time Cafeteria Attendant,02119,"$9,899.00 ",,,
BPS Facility Management,Prin Clerk Typist 27,02132,"$59,080.97 ",,,
Hernandez K-8,Paraprofessional,02131,,,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02062,"$1,932.82 ",,,
Higginson/Lewis K-8,Teacher,02360,"$96,199.97 ",,,
BPS Boston Arts Academy,Nurse,02131,"$99,482.40 ",,,
BPS Blackstone Elementary,Paraprofessional,02125,"$41,671.78 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02301,,,,
Baldwin ELC,Teacher,02184,"$98,470.78 ",,,
BPS Another Course To Colleg,Teacher,02169,"$96,398.89 ",,,
BPS Irving Middle,Teacher,02124,"$105,227.91 ",,,
Umana Middle,Paraprofessional,02128,"$36,068.32 ",,,
BPS Ellis Elementary,Teacher,02132,"$104,165.87 ",,,
BPS Latin Academy,Asst Cafeteria Manager,02121,"$39,860.78 ",,,
BPS Special Education,Teacher,02136,"$96,014.39 ",,,
BPS Higginson Elementary,Teacher,02090,"$88,548.56 ",,,
BPS Horace Mann,Teacher,01701,"$104,209.05 ",,,
Hurley K-8,Paraprofessional,02136,"$35,540.94 ",,,
BPS Harvard/Kent Elementary,Teacher,02138,"$98,138.98 ",,,
"Kennedy, EM Health Academy",Guidance Counselor(1),02131,"$112,183.53 ",,,
Warren/Prescott K-8,Teacher,02152,"$91,670.64 ",,,
Mildred Avenue K-8,Teacher,02136,"$103,569.38 ",,,
BPS Counseling Service,School Psychologist(1),02124,"$103,866.61 ",,,
Curley K-8,Teacher,02126,"$99,789.20 ",,,
BPS Taylor Elementary,Paraprofessional,02136,"$3,765.51 ",,,
BPS Clap Elementary,Principal Elementary,02126,"$125,988.15 ",,,
BPS Perkins Elementary,Lunch Hour Monitors,02128,"$8,540.76 ",,,
WREC: Urban Science Academy,Community Field Coordinator,02062,"$61,415.62 ",,,
