DepartmentName,JobTitle,Salary,Zip
Haley Pilot,Teacher,"$99,379.95",
BPS Clap Elementary,Paraprofessional,"$28,446.75",
BPS Special Education,Teacher,"$109,742.35",
Kilmer K-8,Teacher,"$100,173.70",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Tynan Elementary,Staff Asst (B),"$62,528.32",
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"$8,565.20",
Mildred Avenue K-8,Paraprofessional,,
BPS English High,Teacher,"$28,495.77",
King K-8,Paraprofessional,"$29,940.71",
BPS Everett Elementary,Teacher,"$98,067.02",
Henderson Elementary,Teacher,"$98,732.24",
"Greenwood, S K-8",Paraprofessional,,
BPS Counseling Service,Head Staff Assistant 31,"$68,325.45",
BPS Condon Elementary,Teacher,"$18,449.68",
BPS Burke High,Teacher,"$69,700.00",
BPS O'Bryant School,Teacher,"$98,732.24",
BPS English High,Paraprofessional,"$36,896.40",
BPS Horace Mann,Paraprofessional,"$21,950.07",
BPS Horace Mann,Paraprofessional,"$32,798.70",
BPS Dever Elementary,Lunch Hour Monitors,"$5,348.34",
"Greenwood, S K-8",Teacher,"$112,391.75",
BPS Facility Management,Jr Cust/Nights,"$30,203.95",
BPS Charlestown High,Paraprofessional,"$58,059.32",
Haley Pilot,Teacher,"$105,332.85",
Haynes EEC,Surround Care Paraprofessional,"$57,404.72",
West Roxbury Academy,Teacher,"$103,108.64",
Mission Hill K-8,Teacher,"$106,388.98",
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,"$26,578.60",
BPS High School Renewal,Director (E) (non-ac),"$121,683.69",
Mission Hill K-8,Community Field Coordinator,"$63,548.30",
Mattapan Early Elementary,Part-Time Cafeteria Attendant,"$13,877.62",
BPS Condon Elementary,Paraprofessional,"$28,643.46",
Umana Middle,Teacher,"$104,773.98",
BPS Ohrenberger Elementary,Teacher,"$88,164.06",
BPS McKinley Middle,Program Director Basas 10,"$123,037.14",
BPS Beethoven Elementary,Paraprofessional,"$28,535.46",
BPS Murphy Elementary,Lunch Hour Monitors,"$8,748.06",
BPS McKinley Middle,Paraprofessional,"$42,030.22",
BPS Quincy Elementary,Lunch Hour Monitors,"$8,748.06",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$5,866.76",
BPS Facility Management,Sen Cust C,"$67,402.77",
BPS Blackstone Elementary,Lunch Hour Monitors,"$22,488.75",
BPS School Safety Service,Officer-Bps Police,"$25,253.36",
BPS School Safety Service,Sergeant-Bps Police,"$64,083.94",
BPS Clap Elementary,Paraprofessional,"$39,751.65",
Tobin K-8,Director Of Instruction,"$127,211.89",
Curley K-8,Lunch Hour Monitors,"$8,554.58",
BPS Blackstone Elementary,Prin Clerk/School Sec 19,"$46,063.70",
BPS Charlestown High,Teacher,,
Roosevelt K-8,Teacher,"$47,758.43",
BPS Winship Elementary,Teacher,"$104,222.47",
Young Achievers K-8,Part-Time Cafeteria Attendant,"$26,564.85",
BPS Orchard Gardens K-8 Pilot,Teacher,"$101,655.37",
"Kennedy, PJ Elementary",Paraprofessional,"$38,931.44",
Warren/Prescott K-8,Teacher,"$100,199.97",
BPS Harvard/Kent Elementary,Cafeteria Manager14,"$42,333.23",
Food & Nutrition Svc,Coord-Manager (C),"$104,712.14",
BPS Cl#10 Lee Academy,Paraprofessional,"$31,972.27",
Kilmer K-8,Nurse,"$104,550.37",
BPS Ohrenberger Elementary,Teacher,"$102,755.79",
BPS Ellis Elementary,Lunch Hour Monitors,"$8,748.06",
Haley Pilot,Teacher,"$91,863.07",
BPS Harvard/Kent Elementary,Teacher,"$105,632.61",
BPS Facility Management,Sen Cust C,"$65,267.78",
BPS Channing Elementary,Prin Clerk/School Sec 19,"$37,017.73",
BPS Madison Park High,Program Director (Basas 9A),"$120,692.95",
BPS Timilty Middle,Part-Time Cafeteria Attendant,"$15,096.80",
BPS Snowden International Hi,Teacher,,
Strategy Department,Admin Asst (C),"$77,786.41",
Curley K-8,Teacher,"$102,755.79",
BPS Russell Elementary,Lunch Hour Monitors,"$2,902.20",
Henderson Elementary,Paraprofessional,"$14,002.78",
BPS Ohrenberger Elementary,SpEd Support Svcs Coordinator,"$89,501.81",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Transportation,Transportation Officer,"$87,569.20",
BPS Latin Academy,Cafeteria Manager16,"$48,219.87",
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$40,971.36",
BPS Sumner Elementary,Teacher,"$30,276.85",
BPS East Boston High,Shared Manager,"$55,360.46",
Lyndon K-8,Prin Clerk/School Sec 19,"$48,169.29",
BPS Boston Latin,Teacher,"$89,911.49",
Lyndon K-8,Paraprofessional,"$35,070.09",
BPS Lee Elementary,Teacher,"$101,603.23",
BPS Sumner Elementary,Paraprofessional,"$37,158.91",
BPS Fenway High,Teacher,"$94,389.33",
Greater Egleston High,Teacher,"$107,142.50",
Green Academy,Sen Coordinator (C) (non-ac),"$108,468.16",
BPS Facility Management,Sen Cust C,"$1,123.91",
BPS Fenway High,Teacher,"$104,393.85",
BPS Facility Management,Jr Cust/Nights,"$33,391.11",
BPS Facility Management,Sen Cust C/Nights,"$66,009.77",
BPS Lee Elementary,Teacher,"$100,932.14",
BPS Blackstone Elementary,Teacher,"$107,099.71",
Haynes EEC,Teacher,"$103,108.64",
Hurley K-8,Teacher,"$99,289.55",
BPS Everett Elementary,Teacher,"$90,280.53",
BPS Trotter Elementary,Principal Elementary,"$114,571.29",
Asst Superintendent-Network A,Director (D) (non-ac),"$112,133.48",
English Language Learn,Site Supervisor,"$8,788.50",
King K-8,Specialist (BTU),,
BPS Special Education,Teacher,"$52,064.16",
BPS Condon Elementary,Specialist (BTU),"$104,550.37",
BPS Philbrick Elementary,Principal Elementary,"$73,572.30",
BPS Condon Elementary,Teacher,"$102,784.09",
BPS Tynan Elementary,Teacher,"$100,173.70",
BPS Grew Elementary,Teacher,"$97,028.56",
BPS Facility Mgmt/A & R,Sen Tech - Environmental,"$87,332.96",
Communications,Specialist (C),$900.00,
Kilmer K-8,Teacher,"$97,840.62",
Curley K-8,Teacher,"$106,106.87",
Jackson/Mann K-8,Teacher,"$2,591.40",
Roosevelt K-8,Teacher,"$103,690.19",
Young Achievers K-8,Part-Time Cafeteria Attendant,"$15,751.35",
"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,$933.80,
BPS Dever Elementary,Part-Time Cafeteria Attendant,"$14,873.91",
BPS Counseling & Intervtn Ct,Specialist (BTU) non ac,"$64,527.30",
BTU Pilot,Teacher,"$98,140.14",
BPS Burke High,Student Dev Counselor (1),"$113,815.73",
"Kennedy, PJ Elementary",Teacher,"$102,755.79",
BPS Snowden International Hi,Teacher,"$98,732.24",
BPS Facility Mgmt/A & R,Chief Electrical Engineer,"$96,450.90",
King K-8,Teacher,"$100,173.70",
"Kennedy, JF Elementary",Teacher,"$103,753.59",
BPS Murphy Elementary,Teacher,"$104,550.37",
BPS Boston Latin,Teacher,"$91,753.37",
BPS Taylor Elementary,Teacher,"$102,755.79",
BPS Special Education,Teacher,"$104,482.16",
Edison K-8,Specialist (BTU),"$95,516.86",
BPS Brighton High,Teacher,"$100,219.92",
Edison K-8,Asst Principal Middle,"$122,109.68",
BPS Charlestown High,Teacher,"$94,587.38",
BPS Otis Elementary,Teacher,"$107,556.99",
Mildred Avenue K-8,Lunch Hour Monitors,"$7,144.94",
Lyon Pilot High 9-12,SpEd Support Svcs Coordinator,"$104,944.90",
"Kennedy, EM Health Academy",Teacher,"$109,620.23",
BPS McCormack Middle,Cafeteria Manager14,"$42,059.64",
Warren/Prescott K-8,Teacher,"$98,523.48",
West Roxbury Academy,SpEd Support Svcs Coordinator,"$72,426.46",
West Zone ELC,Teacher,"$101,342.39",
BPS Boston Latin,Teacher,"$101,314.09",
BTU Pilot,Teacher,"$113,172.41",
Henderson Elementary,Director Of Instruction,"$111,500.07",
BPS Special Education,Teacher,"$97,772.41",
BPS Special Education,Teacher,"$102,220.76",
Neighborhood Development,Program Asst,"$64,561.40",
BPS East Boston High,Student Dev Counselor (1),"$112,794.95",
BPS Brighton High,Teacher,"$104,596.32",
Haynes EEC,Surround Care Paraprofessional,,
BPS Special Education,Teacher,"$72,358.64",
BPS McCormack Middle,Teacher,"$98,523.48",
Jackson/Mann K-8,Teacher,"$100,847.24",
BPS Business Service,BPS Worker's Comp Job Class,,
BPS Edwards Middle,Teacher,"$105,645.08",
BPS Everett Elementary,Paraprofessional,"$79,035.94",
BPS Kenny Elementary,Teacher,"$100,674.15",
BPS Philbrick Elementary,Teacher,"$104,753.46",
BPS Russell Elementary,Teacher,"$92,548.56",
BPS Special Education,One to One Para,"$56,508.32",
West Roxbury Academy,Teacher,"$98,732.24",
BPS Transportation,Unit Leader (C),"$114,377.17",
BPS Human Resource Team,Prin Account Clerk 29,"$64,541.88",
BPS Human Resource Team,Director (D) (non-ac),"$114,602.55",
Inspectional Services Dept,Health Inspector##,"$56,684.76",
Roosevelt K-8,Teacher,"$104,548.62",
East Boston EEC,Paraprofessional,"$32,260.68",
Tech Boston Academy,Teacher,"$98,272.96",
BPS Condon Elementary,Asst Principal Elementary,"$125,559.62",
Hurley K-8,Teacher,"$108,559.04",
Umana Middle,Teacher,"$103,179.81",
BPS Horace Mann,Sen Clerk-School Secretary 15,"$43,470.96",
BPS Boston Latin,Teacher,"$95,437.19",
BPS Ohrenberger Elementary,Teacher,"$104,550.37",
"Greenwood, S K-8",Paraprofessional,"$19,775.22",
BPS Philbrick Elementary,Prin Clerk/School Sec 19,"$51,379.32",
BPS Quincy Elementary,Part-Time Cafeteria Attendant,"$16,306.80",
BPS Bradley Elementary,Paraprofessional,"$37,344.88",
BPS Winthrop Elementary,Teacher,"$98,855.05",
WREC: Urban Science Academy,Teacher,"$103,407.89",
Mildred Avenue K-8,Fam & Comm Outreach Coord,"$79,975.44",
BPS Harvard/Kent Elementary,Part-Time Cafeteria Attendant,"$15,273.00",
BPS Taylor Elementary,Teacher,"$95,516.86",
Haynes EEC,Teacher,"$103,108.64",
BPS Special Education,Sen Clerk School Sec 766-15B,"$40,392.58",
Eliot K-8,Teacher,"$106,027.37",
BPS Transportation,Cab Monitor,"$9,938.57",
BPS Chittick Elementary,Prin Clerk/School Sec 19,"$54,298.66",
Kilmer K-8,Paraprofessional,"$29,483.21",
King K-8,Teacher,"$102,473.54",
Curley K-8,Paraprofessional,"$44,816.41",
BPS Boston Latin,Part-Time Cafeteria Attendant,"$25,907.78",
BPS Murphy Elementary,Director (D),"$98,865.19",
BPS Special Education,One to One Para,"$51,671.62",
BPS Snowden International Hi,Teacher,"$94,075.13",
Edison K-8,Paraprofessional,"$30,349.47",
BPS O'Bryant School,Registrar,"$108,982.85",
BPS Special Education,Teacher,"$87,107.10",
BPS New Mission Pilot,Cafeteria Manager14,"$45,677.99",
BPS Trotter Elementary,Part-Time Cafeteria Attendant,"$9,899.00",
BPS Facility Management,Prin Clerk Typist 27,"$59,080.97",
Hernandez K-8,Paraprofessional,,
BPS Substitute Teachers/Nurs,Substitute Teacher,"$1,932.82",
Higginson/Lewis K-8,Teacher,"$96,199.97",
BPS Boston Arts Academy,Nurse,"$99,482.40",
BPS Blackstone Elementary,Paraprofessional,"$41,671.78",
BPS Business Service,BPS Worker's Comp Job Class,,
Baldwin ELC,Teacher,"$98,470.78",
BPS Another Course To Colleg,Teacher,"$96,398.89",
BPS Irving Middle,Teacher,"$105,227.91",
Umana Middle,Paraprofessional,"$36,068.32",
BPS Ellis Elementary,Teacher,"$104,165.87",
BPS Latin Academy,Asst Cafeteria Manager,"$39,860.78",
BPS Special Education,Teacher,"$96,014.39",
BPS Higginson Elementary,Teacher,"$88,548.56",
BPS Horace Mann,Teacher,"$104,209.05",
Hurley K-8,Paraprofessional,"$35,540.94",
BPS Harvard/Kent Elementary,Teacher,"$98,138.98",
"Kennedy, EM Health Academy",Guidance Counselor(1),"$112,183.53",
Warren/Prescott K-8,Teacher,"$91,670.64",
Mildred Avenue K-8,Teacher,"$103,569.38",
BPS Counseling Service,School Psychologist(1),"$103,866.61",
Curley K-8,Teacher,"$99,789.20",
BPS Taylor Elementary,Paraprofessional,"$3,765.51",
BPS Clap Elementary,Principal Elementary,"$125,988.15",
BPS Perkins Elementary,Lunch Hour Monitors,"$8,540.76",
WREC: Urban Science Academy,Community Field Coordinator,"$61,415.62",
BPS Snowden International Hi,Paraprofessional,"$36,215.69",
Haynes EEC,Paraprofessional,,
BPS Murphy Elementary,Program Director (Basas 9A),"$121,421.31",
BPS Boston Arts Academy,Community Field Coordinator,"$64,252.30",
BPS Dever Elementary,Lunch Hour Monitors,"$4,975.20",
BPS Special Education,Teacher,"$103,108.64",
BPS Special Education,Teacher,"$98,732.24",
P. A. Shaw Elementary,Paraprofessional,"$36,391.10",
BPS Timilty Middle,Teacher,"$107,364.53",
BPS Bates Elementary,Paraprofessional,"$37,487.27",
Chief of Staff,Director (D) (non-ac),"$75,420.26",
BPS Facility Mgmt/A & R,Sen Supv Schl Bldg Electrical,,
BPS Facility Management,Jr Custodian,"$51,600.48",
BPS Bradley Elementary,Paraprofessional,"$29,309.87",
BPS Facility Management,Sen Cust C,"$61,055.77",
BPS Quincy Elementary,Paraprofessional,"$33,307.64",
BPS O'Donnell Elementary,Teacher,"$97,982.12",
Boston Fire Department,Fire Fighter,"$105,330.88",
BPS Lee Elementary,Library Paraprofessional,"$47,664.53",
BPS Bradley Elementary,Teacher,"$97,953.82",
BPS Irving Middle,Part-Time Cafeteria Attendant,"$14,250.66",
BPS Madison Park High,Part-Time Cafeteria Attendant,"$13,234.20",
BPS Quincy Elementary,Paraprofessional,"$32,217.55",
"Kennedy, JF Elementary",Lunch Hour Monitors,"$8,706.60",
BPS Facility Management,Jr Cust/Nights,"$50,783.78",
BPS Facility Mgmt/A & R,Sen Sup Sch Bldgs Heating&Ven,"$87,832.94",
BPS Charlestown High,Part-Time Cafeteria Attendant,"$24,598.30",
Newcomers Academy,Program Director Basas 11,"$124,206.72",
BPS Ohrenberger Elementary,Teacher,"$92,808.85",
Mildred Avenue K-8,Nurse,"$107,142.89",
Boston Public Library,Sr Library Asst (Branch),"$42,715.40",
BPS Facility Management,Jr Custodian,"$49,483.59",
BPS Taylor Elementary,Community Field Coordinator,"$43,725.69",
Boston Police Department,Police Offc Mobile Offc 2$6,"$96,237.84",
Warren/Prescott K-8,Teacher,"$105,377.91",
BPS Fenway High,Manager (D) (non-ac),"$112,818.18",
BPS Special Education,Teacher,"$106,131.14",
Warren/Prescott K-8,Lunch Hour Monitors,"$7,338.42",
Edison K-8,Security Para,"$54,329.60",
BPS Human Resource Team,Employment Agreement,"$1,400.00",
Tobin K-8,Paraprofessional,"$34,018.87",
King K-8,Paraprofessional,"$36,164.93",
BPS Special Education,Teacher,"$98,732.24",
BPS Holmes Elementary,Teacher,"$90,483.31",
BPS Condon Elementary,Teacher,"$48,920.20",
BPS Special Education,Teacher,"$97,096.06",
BPS McCormack Middle,Paraprofessional,"$47,838.85",
"Kennedy, JF Elementary",Teacher,"$104,136.34",
BPS Human Resource Team,Staff Asst (B),"$74,341.07",
Lyndon K-8,Lunch Hour Monitors,"$8,457.84",
BPS Quincy Elementary,Teacher,"$94,286.40",
BPS Human Resource Team,Teacher,"$106,266.75",
BPS Guild Elementary,Paraprofessional,"$33,041.45",
Roosevelt K-8,Lead Satellite Attendant B,"$13,932.02",
Mildred Avenue K-8,Teacher,"$54,613.18",
Jackson/Mann K-8,Teacher,"$98,523.48",
Roosevelt K-8,Paraprofessional,"$28,538.47",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$11,465.28",
Mildred Avenue K-8,Teacher,"$98,109.38",
HPEC: Com Acd Science & Health,Teacher,"$101,314.09",
Lyon Pilot High 9-12,Guidance Counselor(1),"$106,165.79",
BPS Dearborn Middle,Student Dev Counselor (1),"$112,447.09",
Kilmer K-8,Teacher,"$46,981.19",
BPS Quincy Elementary,SpEd Support Svcs Coordinator,"$100,173.70",
BPS Tynan Elementary,Teacher,"$91,696.52",
Jackson/Mann K-8,Teacher,"$107,556.99",
Warren/Prescott K-8,Paraprofessional,"$41,208.69",
BPS Special Education,Teacher,"$87,107.10",
WREC: Urban Science Academy,Teacher,"$31,401.03",
Henderson Elementary,Teacher,"$73,401.34",
BPS Fenway High,Teacher,"$88,214.40",
Ellison/Parks EES,Teacher,"$68,367.22",
BPS Sumner Elementary,Lunch Hour Monitors,"$13,762.11",
BPS Condon Elementary,Nurse,"$104,550.37",
"Greenwood, S K-8",Paraprofessional,"$40,073.50",
Ellison/Parks EES,Nurse,"$103,108.64",
BPS Ohrenberger Elementary,Principal Elementary,"$120,771.76",
BPS Long Term Leave,BPS Bi-Weekly 26 Leave,"$5,969.59",
Unified Student Svc,Coordinator (BTU),"$107,994.97",
BPS Facility Management,Jr Custodian,"$44,239.01",
BPS Beethoven Elementary,Lunch Hour Monitors,"$26,249.42",
Haley Pilot,Teacher,"$88,778.87",
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,"$19,046.75",
BPS Adams Elementary,Lunch Hour Monitors,"$8,665.14",
BPS Madison Park High,Asst Headmaster,"$128,193.35",
BPS Blackstone Elementary,Teacher,"$95,947.19",
BPS Winthrop Elementary,Paraprofessional,"$31,960.15",
Boston Cntr - Youth & Families,Staff Asst,"$52,333.79",
Warren/Prescott K-8,Paraprofessional,"$31,741.96",
BPS Higginson Elementary,Paraprofessional,"$37,952.68",
WREC: Urban Science Academy,Teacher,"$99,569.04",
BPS O'Bryant School,Prin Clerk/School Sec 21,"$52,360.62",
Henderson Elementary,Library Paraprofessional,"$36,600.59",
Warren/Prescott K-8,Paraprofessional,"$38,224.52",
BPS McCormack Middle,Teacher,"$97,791.71",
HPEC: Com Acd Science & Health,Teacher,"$92,527.60",
BPS Murphy Elementary,Part-Time Cafeteria Attendant,"$14,060.86",
BPS McKinley Middle,Paraprofessional,"$48,049.28",
BPS Otis Elementary,Lunch Hour Monitors,"$8,748.06",
BPS Kenny Elementary,Lead Satellite Attendant B,"$21,728.58",
Info & Instr Technology,Sen Computer Repair Technician,"$64,341.68",
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$34,569.29",
BPS Murphy Elementary,Paraprofessional,"$38,676.48",
BPS Quincy Elementary,Paraprofessional,"$35,585.46",
Roosevelt K-8,Lead Satellite Attendant B,"$19,570.41",
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"$12,960.50",
BPS Taylor Elementary,Nurse,"$88,548.56",
Dudley St. Neighborhood School,Teacher,"$91,367.12",
Office of Arts & Culture,Employment Agreement,$702.00,
BPS Taylor Elementary,Paraprofessional,"$31,242.74",
BPS Horace Mann,Teacher,"$98,236.38",
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"$38,802.28",
BPS Hennigan Elementary,Cafeteria Manager14,"$44,453.00",
"Greenwood, S K-8",Teacher,"$98,606.55",
BPS Irving Middle,Paraprofessional,"$36,463.41",
Research Assess & Eval,Analyst (C),"$105,589.49",
BPS Madison Park High,Registrar,"$114,752.14",
BPS Timilty Middle,Part-Time Cafeteria Attendant,"$14,286.25",
BPS Horace Mann,Social Worker/Coordinator,"$99,293.88",
West Zone ELC,Teacher,"$93,747.23",
Higginson/Lewis K-8,Teacher,,
Boston Collaborative High Sch,Teacher,"$98,107.46",
BPS Ellis Elementary,Lunch Hour Monitors,"$8,748.06",
BPS Quincy Elementary,Teacher,"$102,371.29",
BPS Mendell Elementary,SpEd Support Svcs Coordinator,"$75,351.08",
BPS School Safety Service,Sergeant-Bps Police,"$58,264.10",
BPS O'Donnell Elementary,Teacher,"$104,222.47",
BPS Horace Mann,Teacher,"$103,655.05",
BPS Lee Elementary,Paraprofessional,"$46,235.69",
BPS Russell Elementary,Paraprofessional,"$32,360.82",
Boston Cntr - Youth & Families,Athletic Director,"$45,520.93",
BPS Transportation,Cab Monitor,"$5,931.80",
BPS Philbrick Elementary,Paraprofessional,"$22,857.69",
BPS Conley Elementary,Paraprofessional,"$41,867.97",
Tobin K-8,Teacher,"$92,631.99",
BPS Special Education,Sen Clerk School Sec 766-15B,"$40,392.58",
"UP ""Unlocking Potential"" Acad",Cafeteria Manager14,"$44,639.54",
Curley K-8,Student Dev Counselor (1),,
BPS McKinley Middle,Guidance Advisor(1),"$105,766.36",
BPS Facility Management,Recyle Oper 12,"$44,865.08",
Teaching & Learning,Technician (B),"$51,010.18",
Jackson/Mann K-8,Paraprofessional,"$32,338.90",
BPS New Mission Pilot,Community Field Coordinator,"$63,707.18",
Enrollment Services,Assignment Transfer Spec.,"$93,966.53",
Tech Boston Academy,Part-Time Cafeteria Attendant,"$14,178.20",
BPS Athletics,Coach (NonTPP),"$6,000.00",
BPS Snowden International Hi,Teacher,"$90,694.12",
BPS Hale Elementary,Paraprofessional,"$29,387.97",
BPS Facility Management,Part-Time Custodian,"$12,544.81",
"Kennedy, JF Elementary",Teacher,"$16,497.91",
Mission Hill K-8,Teacher,"$100,993.15",
Perry K-8,Teacher,"$104,209.00",
